-98.1546, 0.4434937
-235.2185, 0.470278
65.52659, 0.4967685
111.7898, 0.5237079
-200.8133, 0.5501825
-357.0863, 0.5784734
341.3753, 0.6035298
0.490009, 0.6302052
0.1453035, 0.6569113
0.1815874, 0.6836807
0.2233038, 0.7102945
0.2713898, 0.7367577
0.2959554, 0.7634136
0.2984456, 0.7908263
0.2295243, 0.8167152
0.1479964, 0.843779
0.1052063, 0.8701555
0.09841169, 0.8967299
-0.05289061, 0.9234166
-0.06711112, 0.9503925
-0.2011509, 0.9768095
-0.2490884, 1.004667
-0.1820361, 1.030097
-0.08785129, 1.056797
-0.3074218, 1.083374
0.1327822, 1.11007
-0.1929933, 1.136776
-0.3810775, 1.163626
0.04825636, 1.190281
-0.1476859, 1.217591
-0.2726128, 1.243465
-0.3011215, 1.270187
-0.2774857, 1.296737
-0.4803299, 1.310195
-0.7638885, 1.337267
-0.1197967, 1.363402
-1.499604, 1.390035
1.753457, 1.41665
0.1518705, 1.44386
0.234507, 1.47005
0.6092674, 1.496974
-0.2376221, 1.523325
0.204268, 1.55007
0.2372442, 1.576723
0.2025967, 1.603351
0.08166204, 1.630054
0.1432104, 1.657529
0.01870115, 1.683252
0.02671912, 1.710025
0.003481561, 1.736684
0.04631738, 1.749963
-0.06338882, 1.776706
-0.01332563, 1.803342
0.3747617, 1.83023
-0.254432, 1.856699
-0.03523387, 1.883821
-0.1973464, 1.910281
-0.1066711, 1.936963
-0.04488253, 1.963379
-0.122394, 1.990291
-0.200809, 2.016667
-0.2404717, 2.043358
-0.1327683, 2.070042
-0.2186155, 2.097281
-0.1773947, 2.123432
-0.1234686, 2.150177
-0.154206, 2.176669
-0.3594851, 2.203257
-0.2744709, 2.229965
-0.3300737, 2.256698
-0.3406258, 2.283377
-0.395903, 2.310848
-0.4222953, 2.336579
-0.4339277, 2.363262
-0.3081848, 2.390208
-0.6913778, 2.416651
-0.2209961, 2.443333
-0.1806575, 2.470398
-0.340331, 2.496617
-0.0494316, 2.523954
0.1922236, 2.550015
-0.1267552, 2.576723
0.4149047, 2.603327
-0.1664357, 2.630489
0.3673719, 2.656686
-0.0700084, 2.683304
0.08212568, 2.710036
-0.07956225, 2.737241
0.2289408, 2.763351
0.1550732, 2.790322
0.254217, 2.81664
0.1995357, 2.84344
0.6568347, 2.870145
0.4999607, 2.896701
0.7979276, 2.923298
0.8860733, 2.951057
0.8642218, 2.976683
1.075429, 3.003249
1.142891, 3.029893
1.021283, 3.056675
0.7038645, 3.070022
2.092844, 3.096733
0.84897, 3.123618
6.874689, 3.150439
-5.428298, 3.176654
0.4256363, 3.203349
0.4680625, 3.230169
-3.610765, 3.256574
3.946702, 3.283572
0.1904358, 3.309903
0.4071162, 3.336605
-0.07107696, 3.363844
0.4688974, 3.390091
0.07126888, 3.416611
-0.08187372, 3.443589
0.2971415, 3.470171
-0.05651913, 3.496597
-0.3220609, 3.523322
-0.1186805, 3.550001
-0.2524316, 3.577084
-0.2852249, 3.603522
-0.2832264, 3.629945
-0.3983221, 3.656615
-0.212139, 3.683244
-0.07406712, 3.709967
-0.5019336, 3.723342
-0.423647, 3.749955
-0.3713155, 3.776944
5.779591, 3.803968
-6.222553, 3.830137
-0.4610837, 3.856686
-0.3591433, 3.883331
-2.44029, 3.909924
1.788989, 3.936914
-0.5609279, 3.963247
-0.7040493, 3.989947
-0.5808191, 4.017043
-0.5696434, 4.043382
-0.5625662, 4.070119
-0.6861736, 4.0971
-0.6696337, 4.123259
-0.6927917, 4.149968
-0.5272907, 4.176603
-1.270583, 4.203281
-0.4712508, 4.230371
-0.772434, 4.256901
-0.5803192, 4.283317
-0.5814921, 4.310186
-0.6056236, 4.336587
-0.5129456, 4.363223
-0.4562855, 4.389921
-0.5205051, 4.416814
-0.1731286, 4.443717
-0.4024048, 4.470015
-0.1617106, 4.496551
-0.2513537, 4.523254
-0.2725438, 4.550157
-0.1884409, 4.577136
0.0389488, 4.603196
-0.09109446, 4.629893
0.2866305, 4.657168
-0.2244109, 4.683224
0.5939128, 4.709935
0.3792955, 4.736799
-0.04599733, 4.763316
0.3177282, 4.790112
0.2950296, 4.816558
0.113705, 4.843274
0.2361914, 4.870417
0.2517326, 4.896815
0.2010251, 4.923329
0.5100045, 4.949939
0.2226212, 4.976647
0.4009534, 5.003207
0.4601642, 5.029868
0.4899233, 5.05683
0.4891984, 5.083752
0.5037025, 5.109943
0.3842182, 5.136584
0.5686035, 5.163189
0.2244814, 5.1899
0.3891368, 5.216852
0.396227, 5.243242
0.3311523, 5.269918
0.4817395, 5.297173
-0.02390641, 5.323285
0.3119688, 5.349871
0.2701774, 5.376773
0.6340463, 5.403211
0.7269334, 5.429944
0.6868472, 5.45658
0.4416806, 5.483435
0.434499, 5.510671
0.6042296, 5.537072
0.6078801, 5.563229
0.6197572, 5.589952
0.7688497, 5.616631
0.7621548, 5.643296
0.4867055, 5.669948
0.7433655, 5.696823
0.5468178, 5.723769
0.5686847, 5.750111
0.4033086, 5.776558
0.561441, 5.803267
0.6123517, 5.830004
0.31088, 5.856867
0.2167445, 5.883272
0.1961407, 5.909898
-0.03097311, 5.937133
0.1180183, 5.963212
-0.4641841, 5.990079
-0.7184156, 6.016936
0.006496869, 6.04321
-1.125665, 6.069906
-0.8720219, 6.096673
-0.8586893, 6.123224
-0.9903456, 6.150691
-1.22437, 6.176883
-1.002427, 6.20326
-1.215257, 6.230316
-0.8232813, 6.256585
-0.915841, 6.283236
-0.7404217, 6.309954
-0.6843202, 6.336947
-0.373504, 6.363927
-0.4169367, 6.403351
-0.2149657, 6.430014
-0.729701, 6.4567
0.4410709, 6.483278
-1.376237, 6.510218
-0.7417493, 6.536608
-0.5240512, 6.576591
-2.172132, 6.60377
1.524536, 6.62997
1.745614, 6.656539
-2.941495, 6.683405
-0.8882914, 6.710012
-5.515498, 6.736585
3.74622, 6.763194
-0.9448483, 6.78986
-0.8070437, 6.817135
-0.3854214, 6.843437
-0.4629719, 6.86988
0.08624049, 6.896609
-0.6076995, 6.92325
0.2088579, 6.950088
0.1927525, 6.97649
0.1600594, 7.003507
0.8661105, 7.030414
0.3438985, 7.05662
0.7947872, 7.083234
0.7915004, 7.109827
0.431973, 7.136601
0.6747127, 7.163406
0.4342033, 7.190009
0.9246526, 7.216563
